ID	DS1	DS2	DS3	DS4	DS5	DS6
398	0.426	0.25	0.227	0.055	0.022	0.02	
399	0.946	0.033	0.013	0.007	0.001	0	
400	0.987	0.01	0.003	0	0	0	
401	0.818	0.109	0.059	0.009	0.003	0.002	
402	0.498	0.195	0.196	0.058	0.025	0.028	
403	0.388	0.235	0.234	0.074	0.038	0.031	
404	0.815	0.107	0.056	0.013	0.004	0.005	
405	0.938	0.053	0.008	0.001	0	0	
406	0.723	0.166	0.09	0.017	0.002	0.002	
407	0.25	0.205	0.292	0.109	0.062	0.082	
408	0.555	0.174	0.15	0.055	0.025	0.041	
409	0.728	0.127	0.1	0.023	0.011	0.011	
410	0.434	0.162	0.194	0.077	0.038	0.095	
411	0.52	0.194	0.16	0.067	0.027	0.032	
412	0.974	0.021	0.005	0	0	0	
413	0.973	0.022	0.005	0	0	0	
414	0.523	0.177	0.177	0.067	0.029	0.027	
415	0.987	0.009	0.004	0	0	0	
416	0.993	0.006	0.001	0	0	0	
417	0.998	0.002	0	0	0	0	
418	0.959	0.031	0.008	0.002	0	0	
419	0.395	0.197	0.229	0.088	0.037	0.054	
420	0.986	0.013	0.001	0	0	0	
421	0.986	0.012	0.002	0	0	0	
422	0.724	0.154	0.098	0.017	0.004	0.003	
423	0.433	0.173	0.197	0.063	0.049	0.085	
424	0.722	0.128	0.101	0.023	0.013	0.013	
425	0.341	0.176	0.251	0.092	0.052	0.088	
426	0.505	0.226	0.175	0.046	0.028	0.02	
427	0.29	0.198	0.254	0.087	0.064	0.107	
428	0.263	0.194	0.258	0.096	0.068	0.121	
429	0.41	0.173	0.198	0.091	0.055	0.073	
430	0.375	0.196	0.239	0.089	0.045	0.056	
431	0.513	0.176	0.19	0.06	0.027	0.034	
432	0.246	0.156	0.213	0.105	0.097	0.183	
433	0.981	0.017	0.002	0	0	0	
434	0.922	0.044	0.026	0.003	0.004	0.001	
435	0.31	0.204	0.239	0.111	0.059	0.077	
436	0.103	0.101	0.215	0.122	0.128	0.331	
437	0.154	0.155	0.272	0.108	0.108	0.203	
438	0.508	0.237	0.179	0.047	0.017	0.012	
439	0.952	0.034	0.014	0	0	0	
440	0.712	0.116	0.113	0.022	0.02	0.017	
441	0.819	0.097	0.063	0.016	0.004	0.001	
442	0.921	0.051	0.027	0.001	0	0	
443	0.416	0.207	0.215	0.076	0.041	0.045	
444	0.091	0.095	0.198	0.125	0.133	0.358	
445	0.167	0.147	0.306	0.139	0.095	0.146	
446	0.416	0.257	0.23	0.064	0.014	0.019	
447	0.937	0.047	0.012	0.003	0.001	0	
448	0.985	0.012	0.003	0	0	0	
449	0.827	0.098	0.062	0.007	0.004	0.002	
450	0.506	0.203	0.189	0.056	0.021	0.025	
451	0.419	0.245	0.208	0.077	0.023	0.028	
452	0.874	0.084	0.035	0.006	0	0.001	
453	0.952	0.042	0.006	0	0	0	
454	0.756	0.15	0.081	0.011	0	0.002	
455	0.247	0.209	0.311	0.108	0.056	0.069	
456	0.58	0.175	0.144	0.044	0.022	0.035	
457	0.718	0.124	0.114	0.023	0.01	0.011	
458	0.451	0.16	0.188	0.078	0.033	0.09	
459	0.542	0.178	0.165	0.051	0.035	0.029	
460	0.973	0.023	0.004	0	0	0	
461	0.978	0.019	0.003	0	0	0	
462	0.523	0.189	0.174	0.063	0.027	0.024	
463	0.986	0.01	0.004	0	0	0	
464	0.99	0.008	0.002	0	0	0	
465	0.998	0.002	0	0	0	0	
466	0.944	0.04	0.015	0.001	0	0	
467	0.398	0.207	0.227	0.083	0.036	0.049	
468	0.984	0.015	0.001	0	0	0	
469	0.988	0.011	0.001	0	0	0	
470	0.745	0.14	0.099	0.012	0.003	0.001	
471	0.461	0.177	0.175	0.066	0.039	0.082	
472	0.732	0.126	0.1	0.022	0.01	0.01	
473	0.352	0.19	0.228	0.084	0.049	0.097	
474	0.522	0.205	0.166	0.061	0.023	0.023	
475	0.281	0.2	0.261	0.087	0.066	0.105	
476	0.252	0.203	0.253	0.103	0.076	0.113	
477	0.399	0.19	0.19	0.096	0.045	0.08	
478	0.378	0.208	0.237	0.083	0.043	0.051	
479	0.56	0.182	0.174	0.05	0.02	0.014	
480	0.246	0.168	0.235	0.094	0.086	0.171	
481	0.984	0.014	0.002	0	0	0	
482	0.915	0.046	0.029	0.006	0.003	0.001	
483	0.298	0.2	0.244	0.113	0.065	0.08	
484	0.106	0.103	0.211	0.122	0.121	0.337	
485	0.156	0.154	0.272	0.115	0.101	0.202	
486	0.518	0.224	0.181	0.047	0.016	0.014	
487	0.961	0.028	0.011	0	0	0	
488	0.722	0.119	0.107	0.023	0.017	0.012	
489	0.812	0.107	0.06	0.015	0.005	0.001	
490	0.926	0.051	0.022	0.001	0	0	
491	0.446	0.188	0.22	0.072	0.037	0.037	
492	0.1	0.087	0.191	0.124	0.13	0.368	
493	0.167	0.15	0.312	0.141	0.088	0.142	
494	0.439	0.261	0.207	0.055	0.024	0.014	
495	0.944	0.038	0.014	0.003	0.001	0	
496	0.988	0.01	0.002	0	0	0	
497	0.858	0.091	0.043	0.006	0.001	0.001	
498	0.514	0.2	0.188	0.053	0.022	0.023	
499	0.453	0.229	0.204	0.064	0.031	0.019	
500	0.927	0.054	0.019	0	0	0	
501	0.964	0.033	0.003	0	0	0	
502	0.773	0.146	0.069	0.011	0	0.001	
503	0.274	0.233	0.279	0.103	0.047	0.064	
504	0.61	0.167	0.141	0.035	0.025	0.022	
505	0.721	0.124	0.114	0.019	0.013	0.009	
506	0.445	0.158	0.191	0.075	0.038	0.093	
507	0.529	0.178	0.164	0.064	0.031	0.034	
508	0.978	0.018	0.004	0	0	0	
509	0.984	0.015	0.001	0	0	0	
510	0.527	0.181	0.182	0.052	0.032	0.026	
511	0.976	0.019	0.004	0.001	0	0	
512	0.993	0.006	0.001	0	0	0	
513	0.999	0.001	0	0	0	0	
514	0.941	0.042	0.015	0.002	0	0	
515	0.422	0.203	0.227	0.075	0.025	0.048	
516	0.989	0.01	0.001	0	0	0	
517	0.991	0.008	0.001	0	0	0	
518	0.737	0.147	0.099	0.014	0.002	0.001	
519	0.479	0.169	0.188	0.051	0.048	0.065	
520	0.742	0.123	0.095	0.024	0.007	0.009	
521	0.378	0.207	0.212	0.078	0.049	0.076	
522	0.544	0.196	0.169	0.053	0.019	0.019	
523	0.287	0.199	0.265	0.091	0.067	0.091	
524	0.231	0.199	0.279	0.11	0.073	0.108	
525	0.388	0.193	0.2	0.093	0.049	0.077	
526	0.39	0.212	0.244	0.071	0.04	0.043	
527	0.555	0.216	0.156	0.049	0.013	0.011	
528	0.257	0.189	0.228	0.097	0.08	0.149	
529	0.974	0.022	0.004	0	0	0	
530	0.919	0.045	0.026	0.004	0.004	0.002	
531	0.29	0.216	0.254	0.103	0.066	0.071	
532	0.1	0.104	0.225	0.132	0.143	0.296	
533	0.138	0.158	0.249	0.122	0.117	0.216	
534	0.533	0.21	0.174	0.05	0.015	0.018	
535	0.971	0.022	0.007	0	0	0	
536	0.709	0.133	0.115	0.022	0.011	0.01	
537	0.822	0.1	0.057	0.015	0.005	0.001	
538	0.922	0.049	0.023	0.006	0	0	
539	0.443	0.207	0.221	0.059	0.039	0.031	
540	0.095	0.085	0.189	0.12	0.136	0.375	
541	0.159	0.144	0.309	0.129	0.103	0.156	
542	0.42	0.239	0.232	0.061	0.024	0.024	
543	0.951	0.031	0.015	0.003	0	0	
544	0.982	0.016	0.002	0	0	0	
545	0.866	0.094	0.035	0.004	0	0.001	
546	0.528	0.217	0.18	0.045	0.016	0.014	
547	0.501	0.211	0.189	0.056	0.021	0.022	
548	0.94	0.047	0.013	0	0	0	
549	0.982	0.017	0.001	0	0	0	
550	0.805	0.135	0.052	0.007	0	0.001	
551	0.277	0.233	0.267	0.105	0.043	0.075	
552	0.62	0.172	0.131	0.04	0.018	0.019	
553	0.731	0.123	0.097	0.029	0.015	0.005	
554	0.435	0.175	0.189	0.068	0.049	0.084	
