ID	DS1	DS2	DS3	DS4	DS5	DS6
300	0.818	0.168	0.009	0.004	0.001	0	
301	0.597	0.344	0.029	0.022	0.004	0.004	
302	0.405	0.452	0.077	0.037	0.019	0.01	
303	0.497	0.408	0.048	0.031	0.01	0.006	
304	0.5	0.408	0.046	0.031	0.009	0.006	
305	0.525	0.403	0.034	0.028	0.006	0.004	
306	0.469	0.451	0.046	0.023	0.007	0.004	
307	0.463	0.451	0.051	0.026	0.005	0.004	
308	0.501	0.398	0.058	0.024	0.012	0.007	
309	0.455	0.432	0.068	0.026	0.011	0.008	
310	0.449	0.432	0.072	0.024	0.014	0.009	
311	0.379	0.447	0.079	0.062	0.016	0.017	
312	0.532	0.385	0.042	0.026	0.008	0.007	
313	0.617	0.344	0.023	0.012	0.002	0.002	
314	0.593	0.349	0.031	0.02	0.003	0.004	
315	0.593	0.343	0.035	0.02	0.005	0.004	
316	0.463	0.419	0.071	0.026	0.015	0.006	
317	0.526	0.388	0.045	0.029	0.006	0.006	
318	0.599	0.354	0.027	0.015	0.003	0.002	
319	0.611	0.342	0.029	0.013	0.003	0.002	
320	0.661	0.301	0.022	0.011	0.003	0.002	
321	0.643	0.303	0.031	0.017	0.003	0.003	
322	0.37	0.453	0.097	0.042	0.021	0.017	
323	0.469	0.407	0.07	0.03	0.015	0.009	
324	0.457	0.434	0.06	0.029	0.012	0.008	
325	0.488	0.429	0.041	0.029	0.008	0.005	
326	0.444	0.475	0.052	0.019	0.006	0.004	
327	0.451	0.477	0.044	0.02	0.005	0.003	
328	0.449	0.433	0.064	0.031	0.013	0.01	
329	0.433	0.45	0.068	0.029	0.012	0.008	
330	0.422	0.451	0.074	0.029	0.015	0.009	
331	0.344	0.445	0.1	0.066	0.021	0.024	
332	0.575	0.355	0.036	0.021	0.007	0.006	
333	0.622	0.344	0.022	0.009	0.002	0.001	
334	0.581	0.357	0.037	0.017	0.004	0.004	
335	0.591	0.352	0.031	0.019	0.002	0.005	
336	0.454	0.425	0.064	0.033	0.016	0.008	
337	0.513	0.397	0.05	0.027	0.008	0.005	
338	0.614	0.345	0.027	0.01	0.002	0.002	
339	0.605	0.351	0.027	0.012	0.002	0.003	
340	0.675	0.293	0.021	0.006	0.004	0.001	
341	0.863	0.089	0.026	0.017	0.002	0.003	
342	0.612	0.202	0.098	0.048	0.019	0.021	
343	0.719	0.154	0.071	0.03	0.015	0.011	
344	0.723	0.162	0.063	0.03	0.013	0.009	
345	0.771	0.145	0.04	0.03	0.008	0.006	
346	0.766	0.168	0.04	0.019	0.004	0.003	
347	0.808	0.135	0.038	0.014	0.004	0.001	
348	0.716	0.161	0.068	0.03	0.015	0.01	
349	0.706	0.176	0.067	0.03	0.013	0.008	
350	0.693	0.178	0.074	0.031	0.015	0.009	
351	0.581	0.206	0.1	0.066	0.022	0.025	
352	0.815	0.121	0.032	0.019	0.008	0.005	
353	0.89	0.083	0.018	0.006	0.002	0.001	
354	0.832	0.113	0.03	0.018	0.004	0.003	
355	0.839	0.108	0.029	0.017	0.004	0.003	
356	0.705	0.174	0.064	0.03	0.019	0.008	
357	0.791	0.127	0.044	0.028	0.005	0.005	
358	0.883	0.082	0.023	0.009	0.002	0.001	
359	0.88	0.082	0.024	0.011	0.002	0.001	
360	0.915	0.06	0.017	0.005	0.003	0	
361	0.885	0.077	0.02	0.014	0.001	0.003	
362	0.616	0.198	0.094	0.05	0.021	0.021	
363	0.716	0.149	0.075	0.033	0.015	0.012	
364	0.731	0.155	0.062	0.029	0.014	0.009	
365	0.773	0.142	0.042	0.029	0.008	0.006	
366	0.81	0.136	0.033	0.016	0.003	0.002	
