ID	DS1	DS2	DS3	DS4	DS5	DS6
272	0.998	0.001	0.001	0	0	0	
273	1	0	0	0	0	0	
274	0.959	0.029	0.01	0.002	0	0	
275	0.435	0.183	0.21	0.076	0.04	0.056	
276	0.983	0.015	0.002	0	0	0	
277	0.992	0.008	0	0	0	0	
278	0.704	0.167	0.101	0.025	0.002	0.001	
279	0.374	0.186	0.219	0.078	0.064	0.079	
280	0.768	0.107	0.091	0.014	0.007	0.013	
281	0.324	0.193	0.214	0.091	0.076	0.102	
282	0.49	0.21	0.195	0.059	0.018	0.028	
283	0.348	0.196	0.255	0.101	0.04	0.06	
284	0.294	0.178	0.283	0.104	0.051	0.09	
285	0.487	0.188	0.187	0.06	0.044	0.034	
286	0.399	0.199	0.214	0.075	0.043	0.07	
287	0.516	0.205	0.19	0.054	0.015	0.02	
288	0.25	0.149	0.218	0.131	0.081	0.171	
289	0.992	0.007	0.001	0	0	0	
290	0.89	0.068	0.031	0.004	0.001	0.006	
291	0.307	0.203	0.236	0.109	0.058	0.087	
292	0.134	0.112	0.204	0.127	0.114	0.309	
293	0.179	0.16	0.264	0.134	0.102	0.161	
294	0.528	0.204	0.198	0.04	0.017	0.013	
295	0.959	0.033	0.008	0	0	0	
296	0.78	0.099	0.094	0.013	0.006	0.008	
297	0.86	0.082	0.051	0.007	0	0	
298	0.905	0.057	0.032	0.006	0	0	
299	0.375	0.219	0.234	0.077	0.042	0.053	
300	0.12	0.104	0.193	0.122	0.129	0.332	
301	0.183	0.133	0.275	0.131	0.101	0.177	
302	0.403	0.229	0.251	0.062	0.029	0.026	
303	0.905	0.049	0.038	0.005	0.002	0.001	
304	0.967	0.025	0.008	0	0	0	
305	0.842	0.1	0.044	0.01	0.002	0.002	
306	0.465	0.218	0.186	0.069	0.033	0.029	
307	0.396	0.221	0.231	0.073	0.041	0.038	
308	0.765	0.114	0.071	0.031	0.006	0.013	
309	0.935	0.055	0.008	0.002	0	0	
310	0.664	0.186	0.121	0.017	0.006	0.006	
311	0.249	0.197	0.289	0.108	0.066	0.091	
312	0.575	0.183	0.143	0.036	0.031	0.032	
313	0.776	0.121	0.071	0.019	0.005	0.008	
314	0.389	0.186	0.206	0.088	0.051	0.08	
315	0.507	0.208	0.175	0.052	0.036	0.022	
316	0.974	0.022	0.004	0	0	0	
317	0.981	0.016	0.003	0	0	0	
318	0.603	0.191	0.144	0.038	0.014	0.01	
319	0.993	0.007	0	0	0	0	
320	0.991	0.007	0.002	0	0	0	
321	1	0	0	0	0	0	
322	0.958	0.03	0.011	0	0.001	0	
323	0.365	0.207	0.222	0.079	0.058	0.069	
324	0.985	0.011	0.004	0	0	0	
325	0.977	0.023	0	0	0	0	
326	0.708	0.162	0.105	0.021	0.002	0.002	
327	0.368	0.177	0.218	0.076	0.067	0.094	
328	0.743	0.114	0.092	0.03	0.006	0.015	
329	0.303	0.192	0.231	0.103	0.067	0.104	
330	0.455	0.221	0.202	0.067	0.027	0.028	
331	0.334	0.21	0.252	0.099	0.037	0.068	
332	0.306	0.17	0.271	0.105	0.055	0.093	
333	0.454	0.181	0.187	0.074	0.041	0.063	
334	0.337	0.188	0.234	0.096	0.059	0.086	
335	0.476	0.191	0.212	0.061	0.035	0.025	
336	0.226	0.125	0.249	0.113	0.095	0.192	
337	0.987	0.013	0	0	0	0	
338	0.897	0.047	0.043	0.006	0.003	0.004	
339	0.307	0.18	0.266	0.097	0.064	0.086	
340	0.121	0.117	0.235	0.103	0.135	0.289	
341	0.152	0.149	0.279	0.134	0.117	0.169	
342	0.566	0.211	0.17	0.037	0.011	0.005	
