1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,
0.999755,0.999712,0.999695,0.999608,0.999965,0.999875,0.999854,0.99985,1.00008,0.999995,0.999963,0.999761,1.00026,1.00012,0.999706,0.99965,1.00017,1.00026,1.00017,0.999502,1.00023,1.00023,0.999808,1.00047,1.00054,1.0005,1.00031,1.00004,1.0005,1.00038,1.00026,1.00012,1.00049,1.00035,1.00038,1.00015,0.999603,0.999826,0.999835,0.999639,0.999757,0.999825,0.999777,0.999759,1.00005,0.999983,0.999935,0.999907,1.00036,1.00041,1.00042,1.00018,1.001,1.00106,1.00095,1.00072,1.00037,1.00043,1.00038,1.00039,1.00092,1.00084,1.00084,1.00074,1.00064,1.00073,1.00067,1.00042,1.00043,1.00066,1.00061,1.00038,1.00067,1.0008,1.00082,1.00081,1,1.00032,1.00041,1.0004,1,1.00028,1.0003,1.00013,
