,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
31,1.01788,1.01777,1.01822,1.01812,1.0179,1.01795,1.01816,1.0187,1.01701,1.01766,1.01785,1.06355,0.988364,0.996169,0.980285,0.999287,0.981352,0.979087,0.977696,1.0098,0.950728,0.949561,0.983818,1.00878,0.976001,0.974872,0.963058,0.968817,0.948159,0.94972,0.946972,0.974639,0.964592,0.963456,0.984867,1.03405,1.03252,1.0165,1.01579,1.03706,0.992022,0.983921,0.982077,0.989367,1.02428,1.00294,0.997785,1.00714,1.01144,1.01843,1.01804,1.0088,0.967593,0.964109,0.96502,0.9663,0.973081,0.983077,0.98359,0.979625,1.01064,1.02589,1.02424,1.00538,1.01036,0.999937,0.997418,0.998905,0.998401,1.0041,1.0041,0.991786,1.03182,1.02421,1.01949,1.03005,1.04358,1.03972,1.03842,1.03547,1.01875,1.00651,1.00392,1.00701,
32,1.00636,1.00585,1.00631,1.00605,1.00536,1.00542,1.00566,1.0064,1.0043,1.00516,1.00531,1.00266,0.991675,0.991109,0.980848,0.999598,0.987497,0.986464,0.982282,0.98319,0.971366,0.970929,0.966242,0.99086,0.981616,0.982313,0.970773,0.974168,0.978678,0.978768,0.974639,0.955193,0.966131,0.966239,0.96108,0.999916,0.996496,0.99479,0.994186,0.993669,0.994231,0.983948,0.983848,0.986327,0.9852,0.981836,0.981708,0.986109,0.982481,0.984649,0.985323,0.980885,0.976407,0.975036,0.975063,0.974537,0.978582,0.976659,0.97491,0.973818,0.999163,0.992647,0.989808,0.987925,0.990533,0.98726,0.98519,0.98293,0.981944,0.975642,0.974451,0.971796,0.964425,0.963365,0.96311,0.959571,0.961103,0.964115,0.963714,0.959077,0.957242,0.96016,0.961484,0.962585,
33,1.0076,1.00723,1.00705,1.00622,1.00895,1.0089,1.00904,1.00965,1.00654,1.00739,1.00755,1.02466,0.989731,0.991761,0.974929,0.994941,0.985101,0.983822,0.979069,0.987923,0.967454,0.96561,0.973782,0.990794,0.977591,0.976849,0.965514,0.961579,0.969239,0.968607,0.964592,0.966131,0.977699,0.975799,0.979966,1.00042,1.00436,0.999427,0.998464,1.00456,0.989668,0.98146,0.980656,0.987105,0.999044,0.987411,0.985153,0.99124,0.989233,0.991414,0.991941,0.985575,0.976782,0.974573,0.97436,0.973057,0.979782,0.985483,0.984874,0.98099,1.0082,1.00656,1.00469,0.998689,1.00222,0.998691,0.996999,0.994604,0.996565,1.00078,1.00037,0.990803,1.00092,1.00166,0.999887,1.00216,0.998171,1.0026,1.00188,0.998505,0.998318,0.998641,0.998178,0.996219,
34,1.00674,1.00641,1.00628,1.00549,1.00824,1.00817,1.00827,1.00884,1.00622,1.00703,1.00716,1.02522,0.989324,0.991609,0.974944,0.993615,0.984446,0.983284,0.978706,0.987382,0.96645,0.964753,0.973868,0.988885,0.975572,0.975091,0.963519,0.960656,0.968178,0.967576,0.963456,0.966239,0.975799,0.973753,0.979044,0.998577,1.00325,0.998434,0.997501,1.0036,0.988253,0.98057,0.979662,0.986056,0.998283,0.987234,0.984784,0.989615,0.990892,0.993103,0.993496,0.986967,0.977105,0.974689,0.97447,0.973317,0.979322,0.985877,0.985447,0.981261,1.00851,1.00821,1.00635,0.998765,1.00184,0.998072,0.996322,0.993887,0.995756,1.00025,1.00003,0.990567,1.00061,1.00139,0.999403,1.00118,0.996263,1.00081,1.00019,0.996807,0.998585,0.99883,0.998296,0.996085,
35,1.00479,1.00432,1.00431,1.00353,1.00618,1.006,1.00599,1.00658,1.00574,1.00647,1.00653,0.994322,0.99417,0.991209,0.980934,0.995534,0.993545,0.993457,0.987551,0.977127,0.984323,0.984108,0.969368,0.988337,0.980069,0.981163,0.969979,0.969987,0.990594,0.989664,0.984867,0.96108,0.979966,0.979044,0.970118,0.988461,0.989607,0.991851,0.99139,0.986152,0.995891,0.987534,0.987825,0.991124,0.982592,0.98556,0.986073,0.985357,0.980875,0.979986,0.98076,0.977467,0.987359,0.985784,0.985285,0.983989,0.991029,0.992198,0.990609,0.986841,1.00287,0.992636,0.990165,0.99066,0.992901,0.992888,0.991393,0.987183,0.989165,0.987238,0.986483,0.982927,0.966993,0.970649,0.970628,0.966552,0.958646,0.965379,0.965081,0.961051,0.968116,0.97513,0.976636,0.974105,
36,1.00984,1.00952,1.01001,1.01002,1.0098,1.00949,1.00956,1.00989,1.0095,1.00955,1.00967,0.98197,1.02268,1.01796,1.01616,1.00599,1.02181,1.02428,1.02083,0.989728,1.03085,1.03106,1.00513,0.989403,1.00054,1.00465,0.996858,0.999531,1.04295,1.03943,1.03405,0.999916,1.00042,0.998577,0.988461,0.981574,0.988545,0.998519,0.998503,0.984188,1.00916,1.01095,1.0106,1.00903,0.978482,0.998206,0.998802,0.977708,1.02305,1.01946,1.01885,1.0169,1.04543,1.04473,1.04257,1.0395,1.02429,1.02879,1.02939,1.02614,1.0268,1.02443,1.02379,1.01686,1.00434,1.00988,1.01004,1.00377,1.00219,0.99997,1.00188,1.00952,0.972257,0.982151,0.982107,0.96263,0.915559,0.928641,0.932492,0.931693,0.959141,0.987333,0.991818,0.980143,
37,1.01974,1.01966,1.02004,1.01987,1.02166,1.02154,1.02144,1.02156,1.02226,1.02259,1.02258,0.996892,1.0291,1.02425,1.02093,1.01455,1.02729,1.02876,1.02366,0.99774,1.02949,1.03062,1.00529,0.996259,0.998655,1.0041,0.993265,0.998679,1.03988,1.03745,1.03252,0.996496,1.00436,1.00325,0.989607,0.988545,0.998756,1.00738,1.00731,0.99441,1.01827,1.01691,1.01701,1.01695,0.988903,1.00884,1.01013,0.991837,1.02466,1.0223,1.0218,1.01835,1.03886,1.0371,1.03545,1.03383,1.0285,1.03265,1.03286,1.02818,1.03546,1.02975,1.028,1.02099,1.01449,1.01847,1.01779,1.01081,1.01252,1.00787,1.00922,1.01574,0.961291,0.970354,0.969682,0.950671,0.926727,0.937738,0.939212,0.935882,0.978718,0.997029,1.00115,0.993551,
38,1.02184,1.02167,1.02205,1.02185,1.02325,1.02314,1.02307,1.02332,1.02413,1.02451,1.02455,1.01033,1.01972,1.0173,1.0134,1.01256,1.02031,1.02136,1.01702,1.0017,1.01705,1.01806,1.00333,1.00071,0.992389,0.996212,0.985327,0.993358,1.02235,1.02114,1.0165,0.99479,0.999427,0.998434,0.991851,0.998519,1.00738,1.0111,1.011,1.00433,1.01597,1.01352,1.01347,1.01523,0.997725,1.01174,1.01197,0.997635,1.0204,1.01819,1.01791,1.01538,1.02609,1.02368,1.02286,1.02246,1.02265,1.0291,1.02931,1.02374,1.02672,1.02429,1.02279,1.01618,1.01254,1.014,1.01329,1.00882,1.01029,1.0091,1.01029,1.01229,0.976597,0.982539,0.981202,0.96882,0.952034,0.960236,0.961011,0.957759,0.989521,1.00063,1.00289,0.99743,
39,1.02157,1.02139,1.02178,1.0216,1.02282,1.02272,1.02268,1.02295,1.0235,1.02389,1.02394,1.01072,1.01976,1.01756,1.01331,1.01307,1.01977,1.02074,1.01654,1.00195,1.01602,1.01689,1.00315,1.00026,0.993223,0.99692,0.986016,0.993713,1.02163,1.02043,1.01579,0.994186,0.998464,0.997501,0.99139,0.998503,1.00731,1.011,1.01084,1.00433,1.01551,1.01299,1.01288,1.0146,0.997726,1.01073,1.01088,0.997234,1.02026,1.01829,1.01802,1.0154,1.02543,1.02309,1.02227,1.02181,1.0213,1.02734,1.02752,1.02235,1.02679,1.02445,1.02297,1.0164,1.01266,1.01394,1.01321,1.00887,1.01003,1.00866,1.0098,1.01167,0.977676,0.98337,0.98205,0.96978,0.95285,0.961001,0.96182,0.958555,0.989213,1.00014,1.00235,0.997048,
40,1.01805,1.01792,1.01831,1.01813,1.01972,1.01957,1.01949,1.01967,1.02035,1.02069,1.0207,0.988765,1.02822,1.02209,1.02042,1.01311,1.02807,1.02996,1.02449,0.993889,1.03355,1.03493,1.00332,0.993804,0.99771,1.00337,0.992908,0.998467,1.04505,1.04228,1.03706,0.993669,1.00456,1.0036,0.986152,0.984188,0.99441,1.00433,1.00433,0.989191,1.01819,1.01695,1.0173,1.01679,0.983421,1.00653,1.0084,0.988285,1.02092,1.01739,1.01702,1.01465,1.04129,1.03969,1.03788,1.03608,1.03057,1.03394,1.03395,1.0292,1.03217,1.02394,1.0221,1.01745,1.01016,1.01537,1.01492,1.00762,1.00919,1.00381,1.00515,1.01285,0.953128,0.962999,0.962821,0.942818,0.916144,0.927687,0.929303,0.926168,0.968398,0.988963,0.993595,0.985772,
41,1.02323,1.02314,1.02347,1.02325,1.02468,1.02468,1.02466,1.0249,1.02502,1.02548,1.02554,1.0359,1.013,1.01527,1.00615,1.01186,1.00992,1.0097,1.00654,1.00934,0.995171,0.995182,1.0026,1.00253,0.986936,0.98925,0.977078,0.985224,0.996254,0.996233,0.992022,0.994231,0.989668,0.988253,0.995891,1.00916,1.01827,1.01597,1.01551,1.01819,1.00971,1.00599,1.00512,1.00941,1.01192,1.0123,1.01027,1.00382,1.02306,1.02384,1.02341,1.01858,1.00941,1.00607,1.00592,1.00639,1.00829,1.01759,1.01829,1.01284,1.02723,1.03232,1.03117,1.01897,1.01823,1.01519,1.0139,1.01167,1.01285,1.01589,1.0171,1.01301,1.00524,1.00688,1.00382,0.999212,0.993119,0.997596,0.997509,0.994242,1.01793,1.01863,1.01828,1.01458,
42,1.02075,1.02059,1.02099,1.02082,1.0216,1.02161,1.02166,1.02201,1.02151,1.02206,1.02213,1.03492,1.00816,1.01081,1.00021,1.00998,1.00376,1.0031,0.999984,1.00625,0.985859,0.985617,0.994758,1.00196,0.986715,0.988292,0.975757,0.982819,0.987846,0.988119,0.983921,0.983948,0.98146,0.98057,0.987534,1.01095,1.01691,1.01352,1.01299,1.01695,1.00599,1.00058,0.999667,1.00388,1.00965,1.00651,1.00437,1.00157,1.01708,1.01924,1.01897,1.01326,0.999721,0.996504,0.996522,0.997001,0.999389,1.00662,1.00687,1.00259,1.02279,1.02753,1.0259,1.01384,1.01413,1.00974,1.00801,1.00618,1.00633,1.00734,1.00793,1.00328,1.00175,1.00141,0.998626,0.995468,0.993033,0.996304,0.996139,0.992372,1.00443,1.00421,1.00414,1.00284,
43,1.02048,1.02035,1.02072,1.02054,1.02146,1.02148,1.02154,1.02186,1.02124,1.0218,1.02186,1.03677,1.00802,1.01109,0.999789,1.00987,1.00292,1.00214,0.999067,1.00655,0.984152,0.983803,0.994736,1.00119,0.986118,0.987655,0.974915,0.981685,0.985931,0.986243,0.982077,0.983848,0.980656,0.979662,0.987825,1.0106,1.01701,1.01347,1.01288,1.0173,1.00512,0.999667,0.998663,1.00311,1.01037,1.00602,1.0037,1.0015,1.01766,1.0202,1.01989,1.01372,0.998594,0.99527,0.995304,0.995814,0.998015,1.0055,1.00582,1.00157,1.02376,1.02921,1.0276,1.01466,1.0151,1.01037,1.00857,1.00675,1.00699,1.00839,1.00901,1.0039,1.00431,1.0038,1.00083,0.998089,0.996353,0.99959,0.999398,0.995583,1.00785,1.00691,1.00663,1.00526,
44,1.02256,1.02253,1.02278,1.0225,1.02436,1.02443,1.02441,1.02463,1.02421,1.02477,1.0248,1.03574,1.01397,1.01626,1.00504,1.01448,1.00818,1.00728,1.00366,1.00831,0.990751,0.990465,0.997803,1.00202,0.989363,0.991525,0.978391,0.984402,0.993219,0.993394,0.989367,0.986327,0.987105,0.986056,0.991124,1.00903,1.01695,1.01523,1.0146,1.01679,1.00941,1.00388,1.00311,1.00738,1.01154,1.00876,1.00711,1.00518,1.01874,1.02103,1.02078,1.01464,1.00275,0.999521,0.999506,1.00001,1.00293,1.00946,1.00968,1.00538,1.02878,1.03136,1.02964,1.01847,1.01977,1.01591,1.01413,1.01151,1.01285,1.01304,1.01353,1.00936,1.00069,1.00128,0.998651,0.994918,0.995994,1.00022,0.999768,0.995363,1.01278,1.01293,1.01306,1.01123,
45,1.01224,1.0121,1.01236,1.01205,1.01317,1.01315,1.01319,1.01362,1.01286,1.01328,1.01353,0.982681,1.01396,1.00854,1.00881,1.00389,1.01868,1.02056,1.01482,0.987228,1.0249,1.02579,0.996789,0.988675,0.986415,0.990715,0.982318,0.986381,1.03149,1.02936,1.02428,0.9852,0.999044,0.998283,0.982592,0.978482,0.988903,0.997725,0.997726,0.983421,1.01192,1.00965,1.01037,1.01154,0.980404,1.00015,1.002,0.985453,1.0081,1.00284,1.0028,1.00229,1.03061,1.02798,1.02655,1.02564,1.02442,1.02896,1.02893,1.02338,1.01724,1.00815,1.0066,1.00553,0.999897,1.00508,1.00518,0.999332,1.00157,1.00027,1.00146,1.00596,0.957376,0.966817,0.966995,0.954373,0.9302,0.940701,0.941749,0.939981,0.972153,0.988555,0.991776,0.984801,
46,1.02064,1.02046,1.02079,1.02072,1.01976,1.02015,1.02051,1.02103,1.0164,1.01718,1.01751,1.01747,1.01924,1.02065,1.01216,1.02273,1.01243,1.01155,1.0084,1.00798,1.00065,0.999394,1.001,0.995085,1.00179,1.00341,0.993269,0.993237,1.00743,1.00688,1.00294,0.981836,0.987411,0.987234,0.98556,0.998206,1.00884,1.01174,1.01073,1.00653,1.0123,1.00651,1.00602,1.00876,1.00015,0.998442,0.998068,0.996521,1.01627,1.01781,1.01789,1.01344,1.01106,1.00858,1.00815,1.0079,1.00312,1.00357,1.00334,1.00283,1.02791,1.02427,1.02293,1.01895,1.01584,1.01483,1.01393,1.01144,1.01004,1.00698,1.00725,1.00629,0.991135,0.993609,0.992501,0.984836,0.976979,0.983805,0.984135,0.980525,0.996119,1.00109,1.00221,1.00032,
47,1.02035,1.0202,1.02052,1.02043,1.01954,1.01995,1.02033,1.02083,1.01603,1.01682,1.01716,1.02177,1.01754,1.01995,1.01038,1.02168,1.01,1.00895,1.00599,1.00888,0.996228,0.994896,1.00085,0.994217,0.999437,1.00088,0.990443,0.990418,1.00201,1.00162,0.997785,0.981708,0.985153,0.984784,0.986073,0.998802,1.01013,1.01197,1.01088,1.0084,1.01027,1.00437,1.0037,1.00711,1.002,0.998068,0.997246,0.996658,1.01714,1.01931,1.01931,1.0142,1.00789,1.00511,1.00477,1.00472,1.00025,1.00168,1.00161,1.00093,1.02823,1.02641,1.02518,1.01956,1.0167,1.01491,1.01394,1.01177,1.0104,1.00848,1.00886,1.0068,0.996814,0.998666,0.997119,0.990605,0.984295,0.990608,0.990846,0.987334,1.00258,1.00562,1.0062,1.00432,
48,1.0104,1.01038,1.01055,1.01024,1.01116,1.01131,1.01147,1.01192,1.00951,1.01003,1.01035,0.995568,1.00917,1.00743,1.0041,1.00114,1.01029,1.01145,1.00683,0.990554,1.0097,1.00963,0.998483,0.983184,0.97996,0.983666,0.975139,0.977333,1.01351,1.01168,1.00714,0.986109,0.99124,0.989615,0.985357,0.977708,0.991837,0.997635,0.997234,0.988285,1.00382,1.00157,1.0015,1.00518,0.985453,0.996521,0.996658,0.984029,1.01287,1.00937,1.00898,1.00637,1.02208,1.01844,1.01712,1.01653,1.01255,1.0201,1.02093,1.01585,1.0196,1.01671,1.0158,1.00929,1.00313,1.00629,1.00638,1.0016,1.0036,1.00684,1.00859,1.00947,0.975952,0.985003,0.983828,0.973506,0.950167,0.960155,0.96104,0.959836,0.995455,1.0071,1.00851,1.00035,
49,1.03062,1.02992,1.03065,1.0307,1.02844,1.02852,1.02865,1.02935,1.03081,1.03131,1.03145,1.02279,1.01386,1.01218,1.01134,1.02556,1.01775,1.01816,1.01577,1.01246,1.00948,1.01097,0.997416,1.01324,0.99858,1.00076,0.989724,1.00725,1.01527,1.01596,1.01144,0.982481,0.989233,0.990892,0.980875,1.02305,1.02466,1.0204,1.02026,1.02092,1.02306,1.01708,1.01766,1.01874,1.0081,1.01627,1.01714,1.01287,1.00571,1.00349,1.00407,1.00555,1.01018,1.00907,1.00966,1.01055,1.01757,1.01777,1.01609,1.01279,1.00877,1.00346,1.00163,1.00383,1.00426,1.00269,1.00171,1.00188,0.999139,0.991188,0.990824,0.992031,0.970012,0.968258,0.967728,0.960317,0.957417,0.958907,0.958828,0.954691,0.957079,0.962783,0.965239,0.967789,
50,1.03015,1.02927,1.0301,1.03017,1.02721,1.02724,1.02737,1.02819,1.0305,1.03093,1.03112,1.01455,1.01163,1.00872,1.01128,1.02277,1.01981,1.02124,1.01897,1.00958,1.01779,1.0202,0.998407,1.01114,0.995026,0.997609,0.987499,1.00788,1.02289,1.02331,1.01843,0.984649,0.991414,0.993103,0.979986,1.01946,1.0223,1.01819,1.01829,1.01739,1.02384,1.01924,1.0202,1.02103,1.00284,1.01781,1.01931,1.00937,1.00349,0.999512,1.0001,1.00326,1.01588,1.015,1.01557,1.01657,1.02511,1.02675,1.02492,1.02004,1.00366,0.998071,0.996448,0.99974,0.998432,0.998407,0.997916,0.998137,0.995116,0.987709,0.987717,0.990455,0.963323,0.962858,0.962575,0.953161,0.943746,0.946224,0.946778,0.943309,0.947758,0.956279,0.959183,0.960707,
51,1.0297,1.02887,1.02967,1.02974,1.027,1.02701,1.02713,1.02792,1.03027,1.03068,1.03086,1.01445,1.01158,1.0087,1.01106,1.02181,1.01967,1.02111,1.01875,1.00913,1.01767,1.02005,0.9986,1.011,0.994596,0.997202,0.987116,1.007,1.02252,1.02289,1.01804,0.985323,0.991941,0.993496,0.98076,1.01885,1.0218,1.01791,1.01802,1.01702,1.02341,1.01897,1.01989,1.02078,1.0028,1.01789,1.01931,1.00898,1.00407,1.0001,1.00064,1.00366,1.01618,1.01522,1.01574,1.01672,1.02521,1.02733,1.02561,1.02052,1.00422,0.99884,0.997232,1.00015,0.998809,0.998839,0.998352,0.998417,0.99565,0.988729,0.988804,0.991402,0.96419,0.963955,0.963624,0.954352,0.944579,0.947201,0.947742,0.944351,0.94969,0.958239,0.961073,0.962314,
52,1.02604,1.02544,1.02619,1.02625,1.02447,1.02445,1.02451,1.02515,1.02728,1.02767,1.02777,1.0164,1.01088,1.00885,1.00794,1.01829,1.01487,1.01563,1.01285,1.00629,1.0074,1.00928,0.994291,1.00925,0.993432,0.996056,0.984947,1.00179,1.01309,1.01352,1.0088,0.980885,0.985575,0.986967,0.977467,1.0169,1.01835,1.01538,1.0154,1.01465,1.01858,1.01326,1.01372,1.01464,1.00229,1.01344,1.0142,1.00637,1.00555,1.00326,1.00366,1.00452,1.00996,1.00852,1.00889,1.00969,1.01624,1.01821,1.0168,1.01248,1.00742,1.00337,1.00148,1.00143,1.00087,0.99953,0.998483,0.997903,0.995483,0.987961,0.987922,0.990066,0.96569,0.964607,0.963966,0.955392,0.94986,0.951728,0.95205,0.948397,0.953509,0.960012,0.962633,0.964693,
53,1.02789,1.02755,1.02804,1.028,1.02732,1.02735,1.02751,1.02804,1.02721,1.02783,1.0279,1.06162,1.00363,1.00879,0.99414,1.01887,0.996657,0.994194,0.992276,1.01903,0.967937,0.966683,0.988377,1.02294,0.997935,0.996618,0.983383,0.990405,0.969403,0.971087,0.967593,0.976407,0.976782,0.977105,0.987359,1.04543,1.03886,1.02609,1.02543,1.04129,1.00941,0.999721,0.998594,1.00275,1.03061,1.01106,1.00789,1.02208,1.01018,1.01588,1.01618,1.00996,0.979315,0.977208,0.978147,0.978754,0.985976,0.988527,0.987582,0.986063,1.01604,1.0213,1.01917,1.01049,1.01725,1.00785,1.0051,1.00652,1.00462,1.00182,1.00043,0.991548,1.0182,1.00956,1.00712,1.01438,1.03563,1.03037,1.02846,1.02348,0.999482,0.990783,0.989974,0.995661,
54,1.02538,1.02502,1.02554,1.02553,1.02463,1.0246,1.02479,1.02537,1.02434,1.02495,1.02505,1.05913,0.999829,1.00504,0.990128,1.01401,0.993231,0.990886,0.988986,1.01579,0.96479,0.963472,0.985747,1.02194,0.994839,0.993367,0.980555,0.98679,0.966064,0.967598,0.964109,0.975036,0.974573,0.974689,0.985784,1.04473,1.0371,1.02368,1.02309,1.03969,1.00607,0.996504,0.99527,0.999521,1.02798,1.00858,1.00511,1.01844,1.00907,1.015,1.01522,1.00852,0.977208,0.975115,0.97597,0.976368,0.983188,0.986396,0.98553,0.983882,1.01357,1.0202,1.01808,1.00802,1.01419,1.0048,1.00206,1.00337,1.00143,0.999579,0.998252,0.989035,1.01852,1.01023,1.00767,1.01519,1.0337,1.02884,1.02718,1.02269,0.997699,0.989202,0.988285,0.993575,
55,1.02493,1.0246,1.02511,1.0251,1.02431,1.02429,1.02446,1.02503,1.02402,1.02463,1.02472,1.05724,1.00031,1.00539,0.990699,1.01362,0.993669,0.991393,0.989409,1.0149,0.965645,0.964408,0.98593,1.02077,0.994378,0.993093,0.980229,0.986464,0.967028,0.968527,0.96502,0.975063,0.97436,0.97447,0.985285,1.04257,1.03545,1.02286,1.02227,1.03788,1.00592,0.996522,0.995304,0.999506,1.02655,1.00815,1.00477,1.01712,1.00966,1.01557,1.01574,1.00889,0.978147,0.97597,0.976776,0.977232,0.983744,0.987075,0.986271,0.984527,1.01428,1.02094,1.01879,1.00831,1.01418,1.00495,1.00222,1.00329,1.00144,0.999496,0.998258,0.989428,1.01715,1.0092,1.00662,1.01344,1.03102,1.0267,1.02518,1.02063,0.997342,0.989266,0.98844,0.993519,
56,1.02502,1.02475,1.02526,1.02524,1.02466,1.02469,1.02484,1.02535,1.02444,1.02506,1.02513,1.05662,1.00224,1.0074,0.99295,1.01526,0.99485,0.992522,0.990536,1.01508,0.966497,0.965446,0.986757,1.01854,0.994342,0.993438,0.980133,0.987045,0.968133,0.969755,0.9663,0.974537,0.973057,0.973317,0.983989,1.0395,1.03383,1.02246,1.02181,1.03608,1.00639,0.997001,0.995814,1.00001,1.02564,1.0079,1.00472,1.01653,1.01055,1.01657,1.01672,1.00969,0.978754,0.976368,0.977232,0.977992,0.984157,0.987281,0.986548,0.98485,1.01608,1.02245,1.02021,1.00947,1.01538,1.00602,1.00322,1.00416,1.00232,0.999593,0.998458,0.990279,1.0147,1.00664,1.00399,1.00987,1.02859,1.02459,1.02309,1.01809,0.997431,0.989294,0.988587,0.993887,
57,1.02561,1.02548,1.02571,1.02556,1.02566,1.02598,1.02626,1.02665,1.0226,1.02342,1.02358,1.05694,1.01349,1.02018,1.00202,1.02568,1.00073,0.997902,0.995536,1.01995,0.973007,0.970996,0.99529,1.00822,1.00377,1.00261,0.988781,0.988305,0.97555,0.976588,0.973081,0.978582,0.979782,0.979322,0.991029,1.02429,1.0285,1.02265,1.0213,1.03057,1.00829,0.999389,0.998015,1.00293,1.02442,1.00312,1.00025,1.01255,1.01757,1.02511,1.02521,1.01624,0.985976,0.983188,0.983744,0.984157,0.986236,0.988487,0.98812,0.987472,1.03127,1.03576,1.03402,1.02337,1.02772,1.01918,1.01661,1.01658,1.015,1.01324,1.01241,1.00378,1.02944,1.02269,1.01991,1.02399,1.0425,1.04162,1.0406,1.03515,1.0224,1.01372,1.01248,1.01575,
58,1.03188,1.03172,1.03189,1.03177,1.03126,1.03182,1.03222,1.03264,1.02662,1.02765,1.02785,1.05911,1.02568,1.03257,1.01267,1.04367,1.00848,1.0047,1.00218,1.02896,0.979491,0.976712,0.999121,1.01288,1.02384,1.02164,1.00767,1.0014,0.985197,0.986366,0.983077,0.976659,0.985483,0.985877,0.992198,1.02879,1.03265,1.0291,1.02734,1.03394,1.01759,1.00662,1.0055,1.00946,1.02896,1.00357,1.00168,1.0201,1.01777,1.02675,1.02733,1.01821,0.988527,0.986396,0.987075,0.987281,0.988487,0.98598,0.984986,0.986314,1.03963,1.03765,1.03556,1.03101,1.03696,1.02813,1.02531,1.02543,1.02266,1.01567,1.01393,1.00638,1.02889,1.0204,1.01873,1.02252,1.05191,1.0503,1.04895,1.0418,1.01991,1.01174,1.01127,1.01672,
59,1.03238,1.03221,1.03239,1.03226,1.03169,1.03227,1.03267,1.0331,1.02709,1.02815,1.02834,1.05901,1.0262,1.03289,1.01305,1.04534,1.00875,1.00487,1.0023,1.02911,0.979426,0.976663,0.998173,1.01305,1.02483,1.02266,1.00831,1.00244,0.985631,0.986881,0.98359,0.97491,0.984874,0.985447,0.990609,1.02939,1.03286,1.02931,1.02752,1.03395,1.01829,1.00687,1.00582,1.00968,1.02893,1.00334,1.00161,1.02093,1.01609,1.02492,1.02561,1.0168,0.987582,0.98553,0.986271,0.986548,0.98812,0.984986,0.983857,0.985332,1.03911,1.03587,1.03363,1.03024,1.03672,1.0278,1.02491,1.02509,1.02221,1.01433,1.01246,1.00509,1.02536,1.01668,1.01517,1.01888,1.0494,1.04767,1.04616,1.03863,1.0164,1.00863,1.00836,1.01412,
60,1.02754,1.02737,1.0276,1.02745,1.02742,1.0278,1.02806,1.02847,1.02449,1.02537,1.02549,1.05286,1.01812,1.0235,1.00573,1.03285,1.00427,1.00116,0.998497,1.02047,0.976837,0.974854,0.993119,1.01062,1.01155,1.01049,0.995965,0.995352,0.982003,0.983144,0.979625,0.973818,0.98099,0.981261,0.986841,1.02614,1.02818,1.02374,1.02235,1.0292,1.01284,1.00259,1.00157,1.00538,1.02338,1.00283,1.00093,1.01585,1.01279,1.02004,1.02052,1.01248,0.986063,0.983882,0.984527,0.98485,0.987472,0.986314,0.985332,0.985665,1.03135,1.03037,1.02808,1.02225,1.02808,1.01984,1.01702,1.01675,1.01475,1.00861,1.00714,1.00016,1.01599,1.00906,1.00728,1.00988,1.0321,1.03126,1.0299,1.02313,1.00773,1.00155,1.00139,1.00602,
61,1.03586,1.03524,1.03567,1.03546,1.03414,1.0343,1.03446,1.03531,1.03536,1.03606,1.03647,1.03012,1.00946,1.00838,1.00966,1.01916,1.0206,1.02147,1.01825,1.01774,1.01775,1.01891,1.0098,1.01813,0.989309,0.990781,0.982575,0.995728,1.01361,1.0142,1.01064,0.999163,1.0082,1.00851,1.00287,1.0268,1.03546,1.02672,1.02679,1.03217,1.02723,1.02279,1.02376,1.02878,1.01724,1.02791,1.02823,1.0196,1.00877,1.00366,1.00422,1.00742,1.01604,1.01357,1.01428,1.01608,1.03127,1.03963,1.03911,1.03135,1.00928,1.00494,1.004,1.00682,1.00812,1.00882,1.00908,1.00934,1.01096,1.01468,1.0154,1.01169,0.991145,0.993343,0.992147,0.991438,0.98521,0.987946,0.986717,0.984641,0.999311,1.00294,1.00326,1.00106,
62,1.03586,1.03493,1.0356,1.03559,1.03229,1.03245,1.0327,1.03371,1.03407,1.03472,1.03514,1.01476,1.01302,1.00963,1.01464,1.02616,1.02573,1.0272,1.02447,1.01517,1.02899,1.03096,1.00657,1.01766,0.997367,0.999232,0.991319,1.00886,1.02929,1.02989,1.02589,0.992647,1.00656,1.00821,0.992636,1.02443,1.02975,1.02429,1.02445,1.02394,1.03232,1.02753,1.02921,1.03136,1.00815,1.02427,1.02641,1.01671,1.00346,0.998071,0.99884,1.00337,1.0213,1.0202,1.02094,1.02245,1.03576,1.03765,1.03587,1.03037,1.00494,0.996968,0.995675,1.00227,1.00203,1.00383,1.00408,1.00434,1.00349,1.00048,1.00052,1.00107,0.972525,0.974356,0.974409,0.968664,0.958434,0.962313,0.962085,0.959169,0.967212,0.975864,0.97798,0.977258,
