,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500
1,1.02932,1.02924,1.02977,1.02764,1.03009,1.0293,1.02981,1.0313,1.03081,1.02912,1.0284,1.03123,1.03026,1.0311,1.03119,1.03053,1.02931,1.0309,1.03099,1.03173,1.03805,1.03598,1.03617,1.03809,1.03115,1.0359,1.03306,1.03367,1.03592,1.03539,1.03614,1.03823,1.03805,1.03901,1.03594,1.03659,1.03792,1.03346,1.03684,1.03903,1.04038,1.04358,1.04118,1.04126,1.04192,1.05759,1.05223,1.03406,1.03485,1.03573,1.03196,1.03317,1.04057,1.03641,1.03537,1.03773,1.03966,1.04005,1.03845,1.03792,1.03926,1.04257,1.04115,1.04223,1.04161,1.05991,1.05783,1.03264,1.03641,1.03754,1.03232,1.03558,1.0355,1.03441,1.03387,1.03569,1.03627,1.03806,1.03683,1.03468,1.035,1.04102,1.04085,1.04062,1.04389,1.05809,1.05656,1.03513,1.03934,1.03863,1.03398,1.03753,1.03449,1.03354,1.03144,1.03563,1.03404,1.03413,1.03328,1.03266,1.03447,1.03961,1.03881,1.03916,1.04303,1.05508,1.05689,1.03704,1.03597,1.0362,1.03431,1.03337,1.03424,1.03188,1.02936,1.03303,1.03399,1.03302,1.03404,1.03379,1.0371,1.04029,1.03927,1.03881,1.0403,1.05805,1.05859,1.03614,1.03694,1.03795,1.03448,1.03482,1.03322,1.03305,1.03216,1.03416,1.0344,1.03508,1.03342,1.0308,1.03607,1.04213,1.04194,1.04139,1.04374,1.06458,1.06027,1.0364,1.03983,1.03835,1.0371,1.04037,1.03504,1.03605,1.03567,1.03972,1.03266,1.03533,1.03413,1.0304,1.03541,1.04455,1.04031,1.04048,1.04297,1.06106,1.05652,1.03422,1.04089,1.04043,1.03751,1.04358,1.03711,1.03835,1.03618,1.04127,1.03426,1.03522,1.0345,1.03121,1.03698,1.04313,1.03782,1.03939,1.04108,1.05049,1.05291,1.03537,1.04174,1.04113,1.0397,1.04441,1.03736,1.03878,1.03761,1.04382,1.03656,1.03728,1.03707,1.03285,1.03505,1.0416,1.0368,1.03796,1.03968,1.03949,1.04657,1.03628,1.04148,1.04143,1.04114,1.04057,1.03548,1.03708,1.03639,1.04367,1.03732,1.03698,1.03619,1.03176,1.02973,1.03893,1.03342,1.03545,1.0346,1.03668,1.04409,1.03271,1.03408,1.03346,1.03928,1.03268,1.03191,1.03187,1.03265,1.03793,1.03605,1.03223,1.03075,1.03069,1.03016,1.03809,1.03297,1.03401,1.03531,1.04097,1.03955,1.0324,1.03358,1.03184,1.03682,1.03311,1.03337,1.03186,1.03135,1.03616,1.03615,1.03402,1.03171,1.03304,1.03099,1.04219,1.03707,1.03763,1.03934,1.04241,1.04094,1.03331,1.03836,1.03703,1.03879,1.03665,1.0348,1.03401,1.03542,1.04055,1.03895,1.03922,1.03661,1.03551,1.03379,1.04403,1.03714,1.03913,1.03829,1.04632,1.0409,1.0333,1.0401,1.0395,1.03956,1.03813,1.0368,1.03861,1.03853,1.04515,1.03932,1.04261,1.04035,1.035,1.0333,1.0412,1.03596,1.03558,1.03564,1.04393,1.03871,1.03067,1.03733,1.03656,1.03464,1.03785,1.03834,1.04075,1.03978,1.04415,1.03772,1.04219,1.04101,1.03533,1.0342,1.04177,1.03675,1.03515,1.03502,1.04385,1.03939,1.03026,1.0375,1.03632,1.03402,1.041,1.04125,1.04199,1.04118,1.04748,1.03707,1.04546,1.042,1.03539,1.03388,1.04047,1.0363,1.03408,1.03328,1.04559,1.03929,1.02903,1.03714,1.03594,1.03337,1.04243,1.04439,1.04464,1.04319,1.04951,1.03887,1.04627,1.04323,1.0355,1.03373,1.039,1.03449,1.03277,1.03169,1.0451,1.03969,1.02879,1.03796,1.03624,1.03309,1.04385,1.04624,1.0462,1.04477,1.05091,1.03897,1.04698,1.04317,1.03512,1.03283,1.03725,1.0342,1.03213,1.03027,1.04353,1.04027,1.02907,1.03837,1.0361,1.03332,1.0448,1.04783,1.04682,1.04651,1.05157,1.03878,1.04623,1.04278,1.03612,1.03344,1.03502,1.03308,1.03101,1.02955,1.04322,1.03986,1.02924,1.03781,1.03425,1.0331,1.04789,1.04966,1.04548,1.04653,1.05098,1.0375,1.04564,1.0423,1.03703,1.03554,1.03332,1.03257,1.02943,1.02944,1.04483,1.0426,1.03026,1.03688,1.03321,1.03368,1.04962,1.05206,1.04651,1.04634,1.05107,1.03787,1.04434,1.04128,1.04088,1.03491,1.03123,1.03041,1.02714,1.02863,1.04657,1.04783,1.03186,1.0368,1.0351,1.03511,1.05158,1.05403,1.04844,1.04931,1.05193,1.03621,1.04361,1.04088,1.04344,1.04153,1.02791,1.02847,1.02761,1.02671,1.04925,1.05118,1.03295,1.04105,1.03498,1.03797,1.05576,1.05484,1.05252,1.05526,1.05162,1.03931,1.04617,1.04398,1.04198,1.01808,1.02797,1.03166,1.02853,1.02628,1.01785,1.01951,1.03256,1.02825,1.02857,1.033,1.0187,1.01487,1.0172,1.02002,1.01973,1.01889,1.04256,1.01667,1.01602,
2,1.02924,1.02771,1.02954,1.02614,1.02967,1.03045,1.02837,1.03109,1.03044,1.02818,1.02741,1.03009,1.02861,1.02906,1.03046,1.03132,1.02982,1.02913,1.0307,1.03053,1.03663,1.0364,1.03437,1.03824,1.02908,1.03395,1.03501,1.03201,1.034,1.03379,1.03524,1.03795,1.03799,1.03967,1.03428,1.03335,1.03663,1.03162,1.03575,1.04129,1.04056,1.04054,1.03987,1.04059,1.04038,1.05669,1.05439,1.03211,1.03458,1.03619,1.03238,1.03381,1.04076,1.03674,1.03663,1.03863,1.04155,1.04146,1.03986,1.03945,1.039,1.03947,1.0396,1.04193,1.04091,1.05927,1.06192,1.03155,1.03645,1.03882,1.03329,1.03617,1.03495,1.03425,1.0338,1.03481,1.03711,1.03763,1.03679,1.0349,1.03327,1.03761,1.03903,1.03947,1.04283,1.05639,1.06259,1.03445,1.03944,1.03907,1.03515,1.03663,1.03121,1.03102,1.02882,1.03253,1.03409,1.03217,1.03151,1.03231,1.03337,1.03696,1.03713,1.03765,1.04071,1.05155,1.06422,1.03614,1.03429,1.03496,1.03551,1.03075,1.02973,1.02886,1.02627,1.02837,1.03406,1.03109,1.03242,1.03342,1.0365,1.03809,1.03787,1.03778,1.03817,1.05587,1.06362,1.03506,1.03532,1.03668,1.03513,1.03204,1.02862,1.02969,1.02881,1.02923,1.03456,1.0334,1.03148,1.02919,1.0348,1.03755,1.03994,1.03888,1.03865,1.06273,1.06221,1.03726,1.03953,1.03838,1.03896,1.03713,1.0267,1.03165,1.03145,1.03353,1.03248,1.03291,1.03212,1.02997,1.03349,1.03962,1.03741,1.03743,1.03764,1.05609,1.05561,1.03449,1.03954,1.03917,1.03867,1.04031,1.02956,1.03348,1.03194,1.03609,1.03345,1.03214,1.03197,1.02994,1.0348,1.03846,1.03443,1.03611,1.03552,1.04338,1.04966,1.03451,1.03964,1.03938,1.04019,1.0409,1.03094,1.03455,1.03333,1.03923,1.03533,1.03426,1.03464,1.03038,1.03117,1.03734,1.03291,1.03441,1.03505,1.03283,1.0411,1.03331,1.03822,1.03859,1.03919,1.035,1.03042,1.03213,1.03093,1.03915,1.03401,1.03259,1.03161,1.02703,1.02387,1.03445,1.02729,1.02988,1.02995,1.03135,1.03549,1.02684,1.02782,1.0274,1.03437,1.02584,1.02606,1.02567,1.02597,1.03238,1.03081,1.02684,1.02512,1.02375,1.02368,1.03288,1.02689,1.02782,1.03031,1.03679,1.03048,1.02548,1.02642,1.02481,1.03031,1.02592,1.0275,1.02541,1.02416,1.02973,1.03051,1.02873,1.02606,1.02661,1.02523,1.03731,1.03183,1.03258,1.03443,1.0387,1.03574,1.02765,1.03245,1.03143,1.032,1.03075,1.02986,1.02885,1.03002,1.03591,1.03458,1.03548,1.03268,1.03214,1.02898,1.03987,1.03245,1.03469,1.03248,1.0461,1.03724,1.02774,1.03468,1.0336,1.03376,1.03294,1.03282,1.03484,1.03486,1.04242,1.03563,1.03907,1.03725,1.0325,1.02925,1.0375,1.03168,1.03156,1.02941,1.04204,1.03546,1.0246,1.03142,1.03013,1.02863,1.03266,1.03502,1.03795,1.037,1.04198,1.03462,1.03992,1.03914,1.03416,1.03101,1.03819,1.03299,1.03082,1.02797,1.04185,1.03709,1.02402,1.03117,1.02909,1.02808,1.03557,1.039,1.03985,1.03934,1.04645,1.03541,1.04415,1.04054,1.0353,1.03043,1.03678,1.03225,1.02979,1.0255,1.04386,1.03697,1.0216,1.02954,1.02777,1.02695,1.03681,1.04252,1.04282,1.04148,1.04875,1.03743,1.04516,1.04178,1.03573,1.02992,1.03474,1.02968,1.02806,1.02318,1.0424,1.03799,1.02083,1.02953,1.02754,1.02617,1.03784,1.04449,1.04476,1.04322,1.05007,1.03787,1.04669,1.0422,1.03603,1.02889,1.03224,1.02921,1.02697,1.02124,1.03918,1.04018,1.02085,1.02944,1.027,1.02626,1.03871,1.04626,1.04556,1.04515,1.05068,1.03809,1.04651,1.04216,1.03766,1.02852,1.02867,1.02719,1.02499,1.02009,1.03728,1.03978,1.02045,1.02854,1.02483,1.0257,1.04102,1.04796,1.04379,1.04498,1.04958,1.03686,1.04609,1.04137,1.03868,1.03104,1.02593,1.02619,1.02311,1.01998,1.03757,1.04304,1.02077,1.02757,1.02367,1.02592,1.04248,1.0509,1.04514,1.04502,1.04945,1.03686,1.04432,1.04015,1.04304,1.03167,1.02314,1.02368,1.02024,1.01931,1.03944,1.04963,1.02249,1.02741,1.02573,1.02769,1.04439,1.05384,1.04778,1.04886,1.05097,1.03521,1.04336,1.03984,1.04652,1.03914,1.01892,1.02196,1.0213,1.0177,1.04207,1.05395,1.02397,1.03296,1.02547,1.03064,1.04502,1.05519,1.05334,1.05712,1.05181,1.03838,1.04609,1.04339,1.04505,1.01355,1.02744,1.02976,1.02705,1.02507,1.01826,1.0149,1.03216,1.02697,1.02764,1.03272,1.01748,1.01333,1.01304,1.01614,1.01721,1.01532,1.03155,1.01383,1.01161,
3,1.02977,1.02954,1.03024,1.02793,1.03055,1.02975,1.03009,1.03177,1.03123,1.02948,1.02874,1.03153,1.03055,1.03138,1.03157,1.03097,1.02975,1.0312,1.03138,1.03203,1.03849,1.03655,1.03663,1.03868,1.03156,1.03629,1.03358,1.03412,1.03634,1.03582,1.03661,1.03874,1.03864,1.03961,1.03642,1.03701,1.03839,1.03367,1.03731,1.03957,1.04099,1.04407,1.04171,1.04186,1.04247,1.05805,1.0528,1.03449,1.03543,1.03639,1.03253,1.03388,1.04126,1.03713,1.03613,1.03849,1.04033,1.04073,1.03914,1.0386,1.03984,1.04305,1.04167,1.04281,1.04218,1.06032,1.05849,1.03315,1.03706,1.03822,1.03291,1.03629,1.03608,1.03501,1.03448,1.03635,1.03686,1.03861,1.0374,1.03527,1.03543,1.04146,1.04136,1.04111,1.04441,1.05841,1.05731,1.03559,1.03992,1.03917,1.03455,1.03805,1.03488,1.03396,1.03185,1.03607,1.03452,1.0345,1.03369,1.03315,1.03485,1.04008,1.03923,1.03958,1.04342,1.05525,1.0577,1.03748,1.03641,1.03663,1.03491,1.03375,1.03445,1.03218,1.02971,1.03334,1.03439,1.03331,1.03434,1.03419,1.0375,1.04076,1.03969,1.0392,1.04064,1.05815,1.05931,1.0366,1.03734,1.03836,1.03504,1.03516,1.03342,1.03334,1.03249,1.03442,1.03487,1.0354,1.03377,1.03125,1.03648,1.04249,1.04236,1.04177,1.04408,1.06466,1.06087,1.03696,1.04025,1.03881,1.03773,1.04076,1.03523,1.03636,1.03606,1.03988,1.03319,1.03574,1.03461,1.03107,1.03584,1.04488,1.04075,1.04091,1.04333,1.06102,1.05703,1.03482,1.04135,1.04088,1.03813,1.044,1.03735,1.03869,1.0366,1.04153,1.0348,1.03564,1.03499,1.03187,1.03743,1.04355,1.03831,1.03988,1.04152,1.05052,1.05332,1.03593,1.04222,1.04161,1.04031,1.04482,1.03768,1.03917,1.03806,1.04412,1.03707,1.03771,1.03754,1.03336,1.03549,1.0421,1.03734,1.03851,1.04019,1.03977,1.04686,1.0367,1.04197,1.04191,1.04162,1.04089,1.03592,1.03743,1.03671,1.04395,1.03761,1.03729,1.03647,1.03203,1.03,1.0394,1.03383,1.03587,1.0351,1.03712,1.04416,1.03296,1.03438,1.03375,1.0396,1.03294,1.03226,1.0321,1.03284,1.03814,1.03624,1.03242,1.03092,1.03077,1.03032,1.03844,1.03324,1.03425,1.0357,1.04135,1.03971,1.03262,1.03383,1.03207,1.03706,1.03332,1.03365,1.03203,1.03147,1.03631,1.03633,1.03423,1.03188,1.03307,1.03111,1.04247,1.0373,1.03786,1.03968,1.04275,1.04135,1.03356,1.03867,1.03737,1.03906,1.03696,1.0352,1.03428,1.03568,1.04081,1.03917,1.03943,1.03681,1.03559,1.03391,1.04426,1.03736,1.03935,1.03854,1.04679,1.04145,1.03363,1.04046,1.03985,1.03996,1.03846,1.03725,1.03899,1.03891,1.04551,1.03959,1.04283,1.04061,1.03522,1.03354,1.0415,1.03617,1.03579,1.03579,1.0444,1.03918,1.03092,1.03763,1.03685,1.035,1.03817,1.03881,1.04119,1.04026,1.0446,1.03807,1.04255,1.04142,1.03571,1.03453,1.04206,1.03697,1.0353,1.03506,1.0444,1.03974,1.03043,1.03774,1.03651,1.03431,1.04127,1.04186,1.04249,1.04172,1.04801,1.03753,1.04592,1.04245,1.03576,1.03427,1.04077,1.0365,1.03422,1.03323,1.04615,1.03965,1.02912,1.03729,1.03607,1.03361,1.04267,1.04501,1.04514,1.04371,1.05003,1.0394,1.04678,1.04374,1.03595,1.03412,1.03929,1.03462,1.03289,1.03158,1.04564,1.03999,1.02885,1.03806,1.03635,1.03326,1.04407,1.04685,1.04672,1.0453,1.05144,1.03954,1.04755,1.04372,1.03558,1.03323,1.0375,1.03431,1.03221,1.03011,1.04402,1.04055,1.02909,1.0384,1.03615,1.03345,1.04498,1.04842,1.04732,1.047,1.05211,1.03935,1.04681,1.04334,1.03659,1.03377,1.03519,1.03311,1.031,1.02934,1.04358,1.04014,1.02916,1.03775,1.03422,1.03314,1.04794,1.05021,1.04594,1.04697,1.05149,1.03807,1.04621,1.04285,1.03748,1.03584,1.03344,1.03258,1.02942,1.02921,1.04502,1.04288,1.03008,1.03678,1.03314,1.03366,1.04965,1.05265,1.04697,1.04683,1.05158,1.03839,1.04488,1.04182,1.04131,1.03516,1.03131,1.03042,1.02709,1.02847,1.04678,1.04819,1.03162,1.03666,1.03501,1.03509,1.05156,1.05466,1.04893,1.04982,1.05247,1.03668,1.04414,1.04143,1.04391,1.04144,1.02794,1.02848,1.02764,1.02664,1.04949,1.05165,1.0328,1.04103,1.03489,1.03798,1.05534,1.05542,1.05302,1.05577,1.05217,1.0398,1.04674,1.04456,1.04251,1.01837,1.02854,1.03215,1.02907,1.02666,1.0181,1.02007,1.03325,1.02871,1.02911,1.03375,1.01916,1.01527,1.01745,1.02028,1.02005,1.01905,1.04255,1.01697,1.01621,
4,1.02764,1.02614,1.02793,1.02454,1.02808,1.02883,1.02676,1.0295,1.02884,1.0266,1.02579,1.02848,1.02706,1.02752,1.02888,1.02973,1.02823,1.02756,1.02913,1.02892,1.03496,1.03481,1.03263,1.03662,1.02732,1.03227,1.03345,1.03036,1.03237,1.0322,1.03367,1.03642,1.03637,1.03811,1.0326,1.03172,1.03491,1.0303,1.03406,1.03981,1.03905,1.03903,1.03831,1.03906,1.03887,1.05556,1.05344,1.0304,1.03279,1.03443,1.03063,1.03194,1.03925,1.03513,1.03497,1.03686,1.04016,1.03999,1.03835,1.03795,1.03745,1.03796,1.03807,1.04041,1.03934,1.05834,1.06132,1.02981,1.0347,1.03703,1.03149,1.03431,1.03322,1.03257,1.03206,1.03301,1.03564,1.03607,1.03521,1.03324,1.03154,1.03604,1.03737,1.03784,1.04126,1.05533,1.06196,1.03275,1.03771,1.03732,1.03349,1.03489,1.02942,1.02928,1.027,1.03078,1.03257,1.03046,1.02978,1.03061,1.03158,1.03521,1.03534,1.03594,1.03898,1.05032,1.06367,1.03447,1.03243,1.03311,1.03395,1.02886,1.02787,1.027,1.02436,1.02649,1.03257,1.02928,1.03067,1.03181,1.03483,1.03635,1.03613,1.03608,1.03643,1.05464,1.06316,1.03345,1.03358,1.03496,1.03369,1.03026,1.02664,1.02794,1.02706,1.02735,1.03299,1.03153,1.02965,1.02745,1.03306,1.03589,1.03832,1.03725,1.0371,1.06183,1.06173,1.03583,1.03788,1.03669,1.03768,1.03535,1.02494,1.02986,1.02967,1.03187,1.03081,1.03097,1.0302,1.0281,1.03163,1.03796,1.03572,1.03571,1.03596,1.05495,1.05473,1.03282,1.03776,1.03739,1.03722,1.03855,1.0278,1.0317,1.03011,1.03438,1.03168,1.03009,1.02995,1.02795,1.0329,1.03667,1.03258,1.0343,1.03377,1.0419,1.04845,1.03277,1.03788,1.03762,1.03866,1.03922,1.02932,1.03285,1.03159,1.03762,1.03355,1.03227,1.03263,1.02837,1.02939,1.03551,1.03111,1.03266,1.03325,1.03108,1.03969,1.03161,1.0365,1.03691,1.0377,1.03336,1.02874,1.03052,1.02936,1.03758,1.03235,1.03086,1.02987,1.02516,1.02216,1.03268,1.02555,1.02821,1.02818,1.02958,1.0341,1.02513,1.02615,1.02572,1.03277,1.02419,1.02435,1.02405,1.02436,1.03073,1.02925,1.02521,1.02353,1.02204,1.022,1.03118,1.02518,1.02621,1.02857,1.03504,1.02879,1.02379,1.02476,1.02311,1.02866,1.02425,1.02578,1.02379,1.02253,1.02806,1.0289,1.02702,1.0244,1.02502,1.0236,1.03567,1.0302,1.03099,1.03276,1.0369,1.03391,1.02594,1.03078,1.02973,1.03037,1.02908,1.02808,1.0272,1.02839,1.03423,1.03294,1.03378,1.03098,1.03054,1.02727,1.03819,1.03082,1.03308,1.03071,1.04417,1.0353,1.02598,1.03293,1.03184,1.03209,1.03118,1.03092,1.03313,1.03322,1.0407,1.03389,1.03735,1.03548,1.03084,1.02747,1.0357,1.02996,1.02983,1.02757,1.04008,1.03366,1.02282,1.02961,1.02825,1.02686,1.03081,1.03304,1.03622,1.03529,1.04011,1.03277,1.03805,1.03729,1.03249,1.0293,1.03636,1.03135,1.02915,1.02614,1.03988,1.03548,1.02226,1.02933,1.0272,1.02628,1.03374,1.03698,1.03812,1.03767,1.04458,1.03357,1.04234,1.03871,1.03367,1.02871,1.03497,1.03063,1.02813,1.02365,1.04189,1.03544,1.01987,1.02772,1.02589,1.02516,1.03502,1.0405,1.04115,1.03987,1.04694,1.03555,1.04335,1.03994,1.03408,1.02816,1.03289,1.02808,1.0264,1.02134,1.04043,1.0366,1.01914,1.02776,1.02569,1.02442,1.03608,1.04245,1.04315,1.04163,1.04829,1.03594,1.04479,1.04029,1.03433,1.02712,1.0304,1.02763,1.02534,1.01943,1.03722,1.03885,1.01921,1.02773,1.0252,1.02459,1.03703,1.04425,1.04402,1.04368,1.04895,1.03614,1.04456,1.04022,1.03598,1.02672,1.02688,1.02568,1.02343,1.01837,1.03539,1.03847,1.0189,1.02687,1.02309,1.02414,1.03937,1.04606,1.04231,1.04357,1.04789,1.03493,1.04412,1.03942,1.03707,1.02927,1.02417,1.0247,1.02156,1.01834,1.03574,1.0418,1.01933,1.02592,1.02196,1.02447,1.04083,1.04908,1.04369,1.04351,1.04779,1.03498,1.04232,1.03814,1.04154,1.02984,1.02138,1.02215,1.01866,1.01763,1.03763,1.0485,1.02108,1.02581,1.02405,1.02627,1.04286,1.05217,1.04632,1.04739,1.04922,1.03338,1.04133,1.0378,1.045,1.03765,1.01726,1.02043,1.01969,1.01602,1.04035,1.05283,1.0225,1.03137,1.02377,1.02919,1.04376,1.05366,1.05197,1.05579,1.05025,1.03636,1.04413,1.04137,1.04341,1.01134,1.02572,1.02816,1.02536,1.0234,1.01644,1.01243,1.03022,1.02545,1.02609,1.03083,1.01535,1.01137,1.01112,1.01418,1.01542,1.0133,1.03033,1.0119,1.00939,
5,1.03009,1.02967,1.03055,1.02808,1.03085,1.03014,1.03025,1.03206,1.03149,1.02969,1.02896,1.03174,1.03068,1.0315,1.03184,1.03134,1.0301,1.0314,1.03168,1.03221,1.0389,1.03695,1.03702,1.03911,1.03194,1.03668,1.03403,1.03442,1.03662,1.0361,1.03692,1.03909,1.03911,1.04006,1.03682,1.03729,1.03882,1.03391,1.03772,1.04006,1.04151,1.0444,1.0422,1.04234,1.04282,1.05874,1.05342,1.03479,1.03592,1.03691,1.03296,1.03443,1.04183,1.03769,1.03672,1.03919,1.04087,1.04131,1.03971,1.03916,1.04043,1.04341,1.04216,1.04335,1.04266,1.06102,1.05927,1.0335,1.03757,1.03883,1.03343,1.03692,1.03671,1.03559,1.03509,1.03701,1.03742,1.03918,1.03797,1.03584,1.03603,1.04186,1.04191,1.04167,1.04488,1.05905,1.05825,1.03604,1.04052,1.03981,1.03513,1.03864,1.0354,1.0345,1.03241,1.03666,1.0351,1.03507,1.03428,1.03377,1.03549,1.04063,1.03983,1.04014,1.04389,1.05584,1.05872,1.03804,1.03704,1.03727,1.03558,1.03434,1.03493,1.03275,1.0303,1.03391,1.035,1.03394,1.03498,1.03482,1.03814,1.04133,1.04032,1.03986,1.04121,1.05891,1.06027,1.03722,1.03799,1.03901,1.0357,1.03579,1.034,1.03389,1.03303,1.03501,1.03552,1.03609,1.03442,1.03188,1.03714,1.043,1.04295,1.04236,1.04445,1.06537,1.06166,1.03762,1.04094,1.03951,1.0384,1.04127,1.03559,1.03689,1.03657,1.04042,1.03392,1.0364,1.03529,1.0318,1.03646,1.04533,1.04126,1.04141,1.04364,1.06158,1.05761,1.03543,1.04194,1.04147,1.03878,1.04442,1.03762,1.03913,1.03707,1.04205,1.03549,1.03623,1.0356,1.03253,1.03793,1.04397,1.03875,1.04031,1.04176,1.05086,1.05367,1.03642,1.04266,1.04208,1.04089,1.04508,1.03782,1.03946,1.03835,1.04448,1.03765,1.03816,1.03805,1.03385,1.03582,1.04246,1.03767,1.03883,1.04039,1.03998,1.04698,1.03702,1.04228,1.04222,1.042,1.04094,1.03601,1.03756,1.0368,1.04416,1.03798,1.03747,1.03668,1.03232,1.03017,1.03965,1.034,1.03603,1.03526,1.03724,1.04403,1.03311,1.03448,1.03387,1.03981,1.03291,1.03224,1.0321,1.0328,1.03823,1.03641,1.03247,1.03097,1.03085,1.03046,1.03865,1.03341,1.03437,1.03582,1.04149,1.03968,1.0327,1.03387,1.03212,1.03719,1.0333,1.0336,1.03201,1.03143,1.03637,1.03649,1.0343,1.03193,1.03311,1.03125,1.04267,1.03749,1.03804,1.03977,1.04295,1.0415,1.03374,1.03879,1.0375,1.03918,1.03695,1.03527,1.03438,1.03576,1.04099,1.0394,1.03961,1.037,1.03578,1.03408,1.04447,1.03755,1.03953,1.0386,1.04707,1.04167,1.03378,1.04056,1.03994,1.04009,1.03847,1.03735,1.03916,1.03905,1.04575,1.03986,1.04298,1.04079,1.0354,1.03373,1.04172,1.03638,1.03603,1.03584,1.04457,1.03937,1.031,1.03768,1.03691,1.03511,1.03821,1.03897,1.04138,1.04043,1.04489,1.03833,1.04277,1.04166,1.03593,1.0347,1.04226,1.03714,1.03548,1.03505,1.04457,1.03993,1.03051,1.03777,1.03656,1.03442,1.04127,1.04216,1.04275,1.04195,1.04837,1.03784,1.04618,1.04269,1.03602,1.03443,1.04091,1.03665,1.03439,1.03321,1.04631,1.0398,1.02912,1.03724,1.03608,1.03368,1.04268,1.04533,1.04539,1.04393,1.05036,1.0397,1.04704,1.044,1.03622,1.0343,1.03939,1.03472,1.03304,1.03151,1.04573,1.04011,1.02879,1.03795,1.03631,1.0333,1.04405,1.04718,1.04695,1.04551,1.05172,1.03986,1.04788,1.044,1.03587,1.03338,1.03755,1.03437,1.03231,1.03,1.044,1.04071,1.02899,1.03824,1.03606,1.03344,1.04491,1.04874,1.04752,1.04717,1.05234,1.03967,1.04718,1.04364,1.03687,1.03386,1.03516,1.03311,1.03104,1.02914,1.04347,1.04027,1.02898,1.03757,1.03409,1.03307,1.04774,1.05048,1.0461,1.04712,1.05167,1.03836,1.04658,1.04312,1.03769,1.0359,1.03335,1.03254,1.02943,1.02895,1.04487,1.04298,1.02982,1.03658,1.03299,1.03354,1.04944,1.05294,1.04714,1.04701,1.05176,1.03865,1.04527,1.04214,1.0415,1.03527,1.03121,1.03039,1.0271,1.02824,1.04669,1.04834,1.03135,1.03647,1.03484,1.03496,1.05129,1.05501,1.04918,1.05008,1.05279,1.03699,1.04459,1.04181,1.04422,1.04129,1.02784,1.02852,1.02767,1.0265,1.04942,1.05185,1.03258,1.04087,1.03474,1.03782,1.05477,1.0558,1.05336,1.05614,1.05253,1.04016,1.04722,1.04502,1.04288,1.0186,1.02875,1.03244,1.02938,1.02685,1.01849,1.02035,1.03365,1.02896,1.02937,1.03419,1.01955,1.01563,1.01762,1.02045,1.02021,1.01928,1.04238,1.01724,1.01645,
