ID	volume	 mp(left)	mp(ÁºÖÐ)	mp(right)	h	EI
430	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
431	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
432	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
433	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
434	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
435	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
436	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
437	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
438	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
439	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
440	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
441	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
442	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
443	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
444	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
445	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
446	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
447	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
448	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
449	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
450	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
451	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
452	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
453	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
454	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
455	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
456	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
457	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
458	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
459	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
460	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
461	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
462	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
463	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
464	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
465	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
466	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
467	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
468	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
469	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
470	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
471	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
472	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
473	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
474	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
475	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
476	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
477	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
478	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
479	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
480	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
481	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
482	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
483	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
484	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
485	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
486	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
487	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
488	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
489	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
490	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
491	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
492	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
493	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
494	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
495	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
496	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
497	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
498	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
499	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
500	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
501	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
502	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
503	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
504	2.331	1393484.928	1107552.223	1393484.928	0.7	308700000
505	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
506	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
507	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
508	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
509	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
510	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
511	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
512	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
513	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
514	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
515	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
516	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
517	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
518	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
519	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
520	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
521	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
522	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
523	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
524	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
525	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
526	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
527	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
528	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
529	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
530	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
531	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
532	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
533	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
534	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
535	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
536	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
537	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
538	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
539	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
540	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
541	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
542	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
543	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
544	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
545	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
546	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
547	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
548	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
549	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
550	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
551	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
552	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
553	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
554	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
555	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
556	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
557	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
558	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
559	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
560	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
561	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
562	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
563	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
564	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
565	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
566	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
567	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
568	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
569	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
570	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
571	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
572	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
573	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
574	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
575	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
576	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
577	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
578	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
579	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
580	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
581	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
582	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
583	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
584	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
585	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
586	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
587	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
588	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
589	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
590	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
591	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
592	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
593	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
594	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
595	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
596	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
597	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
598	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
599	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
600	2.331	1493804.928	1179790.019	1493804.928	0.7	308700000
