1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,
0.999845,0.99743,0.993489,0.987931,0.986797,0.986763,0.987887,0.987744,0.986718,0.986417,0.985103,0.985417,0.986118,0.986262,0.987256,0.988312,0.989138,0.989271,0.987744,0.986511,0.985968,0.985007,0.985412,0.986513,0.987873,
