1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,
0.999868,0.99967,0.99949,0.99917,0.998849,0.998538,0.998303,0.998195,0.99827,0.998261,0.998305,0.99831,0.99845,0.99881,0.999065,0.99929,0.999494,0.999678,0.999715,0.999746,0.999747,0.99979,0.999759,0.999684,0.999611,
